MAHALLE_KOY_NO,MAHALLE_KOY_ADI
1219,›NC›L›
1220,YEN›
1221,YEN› KA«ERL›
1222,›NK›LAP
1223,CUMHUR›YET
1224,YEN›DO–AN
1225,KARﬁIYAKA
1226,TOK›
1227,FAT›H
1228,D÷RTYOL
1229,BA–LARBAﬁI
1230,G÷K«EYAKA
1231,MEHMET AK›F
1232,YAVUZ SEL›M
1233,CAM››KEB›R
1234,KAYALI
1235,FAT›H
1236,YUNUSEMRE
1237,H‹RR›YET
1238,ﬁAFAK
1239,YEN›
1240,KERVANSARAY
1241,YEN›MAHALLE
1242,FAT›H
1243,YUNUSEMRE
1244,CUMHUR›YET
1245,FAT›H
1246,YUNUSEMRE
1247,BELCE
1248,H‹RR›YET
1249,ZAFER
1250,AK÷REN
1251,CUMHUR›YET
1252,ﬁAH›NLER
1253,BEYK÷Y
1254,SUSUZOSMAN›YE
1255,FAT›H
1256,YEN›KENT
1257,CUMHUR›YET
1258,T‹RBE
1259,PINAR
1260,KUNDUZLU
1261,ATAT‹RK
1262,BAHCEL›EVLER
1263,ESENTEPE
1264,FAT›H
1265,ESK›HAMAM
1266,KAVAK
1267,MEDRESE
1268,ZEYBEK
1269,TEPEC›K
1270,ESENTEPE
1271,ﬁ›R›NEVLER
1272,«UKUR
1273,SEL«UKLU 
1274,CUMHUR›YET
1275,KURTULUﬁ
1276,CUMHUR›YET
1277,H.BASR›
1278,CUMHUR›YET
1279,YEN›
1280,ATAT‹RK
1281,CUMHUR›YET
1282,÷RNEK
1283,AL›«ET›NKAYA
1284,FAT›H
1285,HUZUR
1286,U–UR
1287,YUNUSLAR
1288,ERENLER
1289,KURTULUﬁ
1290,ﬁEH›TAHMET
1291,CUMHUR›YET
1292,FEVZ›«AKMAK
1293,H‹RR›YET
1294,FAT›H
1295,YAVUZSEL›M
1296,YUNUSEMRE
1297,FAT›H
1298,›ST›KLAL
1299,KOCATEPE
1300,ZAFER
1301,YEN›
1302,ATAT‹RK
1303,CUMHUR›YET
1304,H‹RR›YET
1305,›ST›KLAL
1306,YAKA
1307,YEN›
1308,KOCATEPE
1309,KURTULUﬁ
1310,FAT›H
1311,MAREﬁALFEVZ›«AKMAK
1312,AL››HSANPAﬁA
1313,MEHMETAK›F
1314,BARBAROS
1315,HAL›L›BRAH›MSULTAN
1316,FAT›H
1317,YAVUZSEL›M
1318,G‹M‹ﬁTEPE
1319,SAKARYA
1320,G÷KHAN
1321,SEL«UKLU
1322,OSMANLI
1323,ﬁEKER
1324,CUMHUR›YET
1325,›ST›KLAL
1326,ALTINDA–
1327,ULUCAM›
1328,ZAFER
1329,G‹LTEPE
1330,H›SAR
1331,D›KMEN
1332,«›–›LTEPE
1333,H›SAR
1334,CUMA
1335,«AY
1336,«AKIR
1337,ECE
1338,H›SAR
1339,YUNUSEMRE
1340,ﬁ›R›NEVLER
1341,›STASYON
1342,SAZAK
1343,TAPDUKEMRE
1344,ZAFER MAHALLES›
1345,KEVSER MAHALLES›
1346,FAT›H MAHALLES›
1347,«›–›LTEPE
1348,K‹«‹KTEPE
1349,D›BEKBAﬁI
1350,G÷LC‹K
1351,HALKALI
1352,YUKARI
1353,BA–DAT
1354,FAT›H
1355,YILDIRIM BEYAZIT
1356,FAT›H
1357,CUMHUR›YET
1358,IﬁIK
1359,ZAFER
1360,YEN›
1361,ORTA
1362,AﬁA–I
1363,YUKARI
1364,«ALIﬁLAR
1365,ATAT‹RK
1366,FEVZ› «AKMAK
1367,CUMHUR›YET
1368,KOCATEPE
1369,ATAT‹RK
1370,FAT›H
1371,YAVUZ SULTAN SEL›M
1372,YILDIRIM BEYAZIT
1373,ATAT‹RK
1374,CUMHUR›YET
1375,FAT›H
1376,KURTULUﬁ
1377,ZAFER
1378,CUMHUR›YET
1379,H›SAR
1380,K÷PR‹BAﬁI
1381,ORTA
1382,HOZMAN
1383,K‹MBET
1384,AKPINAR
1385,AL›«ET›NKAYA
1386,CUMHUR›YET
1387,YUKARI
1388,BAH«EL›EVLER
1389,«›–›LTEPE
1390,÷–RETMENLER
1391,FAT›H
1392,H‹RR›YET
1393,BAH«EL›EVLER
1394,CUMHUR›YET
1395,«ANKAYA
1396,«INARLI
1397,YEN›
1398,AMBAR
1399,SARAY
1400,YEN›
1401,ZAFER
1402,FAT›H
1403,BAH«EL›EVLER
1404,CAM››KEB›R
1405,KARAMAN
1406,KAVAKLI
1407,CUMHUR›YET
1408,ATAT‹RK
1409,«AVUﬁ
1410,SEL«UK
1411,YEN›
1412,KAYRAN
1413,YILDIRIM
1414,PAZARALTI
1415,AﬁA–I
1416,SIRA
1417,YUKARI
1418,YILDIZ
1419,AKPINAR
1420,TEPEBAﬁI
1421,YEN›KENT
1422,«A–LAYAN
1423,DEVEL›
1424,ERENLER
1425,ZAFER
1426,BAﬁ
1427,HACI MUSA
1428,H›SAR
1429,›PL›K
1430,PAZAR
1431,YALI
1432,ALTIG÷Z
1433,GAZ›PAﬁA
1434,TAﬁLICA
1435,ZAFER
1436,MEHMET AK›F ERSOY
1437,›ST›KLAL
1438,KURTULUﬁ
1439,MEHMET AK›F ERSOY
1440,AB›DE
1441,ALPARSLAN
1442,BAH«EL›EVLER
1443,CUMHUR›YET
1444,FEVZ›«AKMAK
1445,H‹RR›YET
1446,LEYLEKPINAR
1447,MURAT
1448,SITK›YE
1449,YAVUZ
1450,FAT›H
1451,FIRAT
1452,KURTULUﬁ
1453,100.YIL
1454,GAZ›
1455,KAZIM KARABEK›R
1456,K‹PKIRAN 
1457,G÷L
1458,›SAA–A
1459,MURAT
1460,KETENPINAR
1461,FAT›H
1462,ATAT‹RK
1463,14.04.2025
1464,SARIG‹L
1465,HASANKEYF
1466,SANAY›
1467,BARIﬁ
1468,«›FTEPINAR
1469,KO«KIRAN
1470,ULUYOL
1471,AHMED›HAN›
1472,YEN›
1473,H‹RR›YET
1474,ABD›G÷R
1475,B‹Y‹K A–RI
1476,›SHAKPAﬁA
1477,VATAN
1478,H‹RR›YET
1479,›ST›KLAL
1480,KARﬁIYAKA
1481,KAZIMKARABEK›R
1482,LOZAN
1483,M‹FT‹SEL›M
1484,ESENTEPE
1485,FAT›H
1486,KARﬁIYAKA
1487,YEﬁ›L
1488,AYDINTEPE
1489,AﬁA–IC›HANBEY
1490,DE–›RMENGE«›D›
1491,G÷K«AYIR
1492,KARﬁIYAKA
1493,CUMHUR›YET
1494,OKLAVALI
1495,ﬁEH›T ENG›N
1496,ESENTEPE
1497,YEﬁ›LYURT
1498,MERKEZ
1499,YEN›
1500,BUZHANE
1501,K‹MBET
1502,KALE
1503,AKBULUT
1504,DE–›RMEN
1505,«AYBAﬁI
1506,MERKEZ
1507,YEﬁ›LOVA
1508,BUDAK
1509,CUMHUR›YET
1510,‹Z‹ML‹
1511,14.04.2025
1512,BAD›ﬁAN
1513,S‹PHANDA–I
1514,ATAT‹RK
1515,SARISU
1516,SELAHADD›N› EYYUB›
1517,YUNUS EMRE
1518,TURGUT ÷ZAL
1519,ABD‹LVEHAP K‹FREV›
1520,SERHAD
1521,AHMED-› HAN›
1522,SANAY›
1523,ALPASLAN
1524,CAM›
1525,«AY
1526,YEN›
1527,›N÷N‹
1528,S‹TL‹PINAR
1529,CUMHUR›YET
1530,YEﬁ›L«›MEN
1531,CUMHUR›YET
1532,H‹RR›YET
1533,ADNAN MENDERES MAHALLES›
1534,15 TEMMUZ ﬁEH›TLER MAHALLES›
1535,YEN›
1536,KARﬁIYAKA
1537,CAM›
1538,MURAT
1539,PINAR
1540,YEN›ﬁABANLI
1541,G‹M‹ﬁTEPE
1542,KALE
1543,YEN›
1544,YURTSEVER
1545,ZAFER
1546,BAYRAMBABA
1547,BED›RMUHTAR
1548,B‹Y‹K B÷LCEK
1549,«ERD›–›N
1550,«›FTL›K
1551,DERE
1552,ERE–L›KAPI
1553,FAT›H
1554,HACIHASANLI
1555,HAM›D›YE
1556,HASAS
1557,H‹RR›YET
1558,KALANLAR
1559,KILI«ASLAN
1560,KURTULUﬁ
1561,K‹«‹K B÷LCEK
1562,LALEL›
1563,MUHS›N «ELEB›
1564,MEYDAN
1565,M›NAREC›K
1566,NAKKAﬁ
1567,PAMUCAK
1568,PAﬁACIK
1569,PINAR
1570,SANAY›
1571,SOFULAR
1572,ﬁAMLI
1573,ﬁEYHHAM›T
1574,ﬁ›FAHANE
1575,TAC›N
1576,YAVUZ SULTAN SEL›M
1577,TAﬁPAZAR
1578,YEN›MAHALLE
1579,ZAFER
1580,Z›NC›RL›
1581,BAH«EL›
1582,BAH«EL› (ARATOL)
1583,BAH«ESARAY
1584,CO–LAK›
1585,HACILAR HARMANI
1586,›ST›KLAL
1587,›ST›KLAL ARATOL
1588,KIRIMLI
1589,MEHMET AK›F ERSOY
1590,SEL«UKLU
1591,SOMUNCU BABA
1592,YUNUS EMRE
1593,CUMHUR›YET
1594,AYDINLIK
1595,YAVUZ SULTAN SEL›M
1596,«ULFA
1597,MURATLI
1598,CUMHUR›YET
1599,FAT›H
1600,FEVZ› «AKMAK
1601,H‹RR›YET
1602,›ST›KLAL
1603,KARﬁIYAKA
1604,MERKEZ
1605,M›MAR S›NAN
1606,YILDIRIM
1607,ZAFER
1608,CAM›KEB›R
1609,KAYACIK
1610,YEN›
1611,YEﬁ›LYURT
1612,ESK›CAM›
1613,KALEALTI
1614,KURTULUﬁ
1615,YEN›PAZAR
1616,ATAT‹RK
1617,FAT›H
1618,›ST›KLAL
1619,H‹RR›YET
1620,MEYDAN
1621,YEN›
1622,CUMHUR›YET
1623,KOYUNLU
1624,TUZLA
1625,FAT›H
1626,PINARBAﬁI
1627,›ST›KLAL
1628,KARﬁIYAKA
1629,MEYDAN
1630,ZAFER
1631,CUMHUR›YET
1632,PINARBAﬁI
1633,AﬁA–I
1634,YEN›
1635,YUKARI
1636,AKYAMA«
1637,AKPINAR
1638,HARMANLIK
1639,KARﬁIYAKA
1640,KAYAARDI
1641,KAYAALTI
1642,K÷PR‹BAﬁI
1643,YEN›
1644,BO–AZ›«›
1645,«›MENL›
1646,YEN›MAHALLE
1647,KURTULUﬁ
1648,AYDINLAR
1649,CUMHUR›YET
1650,K›RAZLI
1651,ZAFER
1652,YEN›MAHALLE
1653,FAT›H
1654,D›VANO–LU
1655,ERENLER
1656,YAVUZ SEL›M
1657,YEN›CAM›
1658,FAT›H
1659,G‹LHANE
1660,MEDEN›
1661,YEﬁ›L«AM
1662,GAZ›
1663,›ST›KLAL
1664,ZAFER
1665,ALASAKALLI
1666,K÷SEL›
1667,PARABAﬁLI
1668,«ALIﬁKAN
1669,FAT›H
1670,H‹RR›YET
1671,ZAFER
1672,›ST›KLAL
1673,KARﬁI
1674,KIZILAY
1675,YEN›
1676,ZAFER
1677,BALCI
1678,FAT›H
1679,«ANKAYA
1680,ESENTEPE
1681,MALTEPE
1682,PLEVNE
1683,M.AK›F ERSOY
1684,15.07.2025
1685,FAT›H
1686,KARﬁIYAKA
1687,KIZILIRMAK
1688,KURTULUﬁ
1689,÷ZAL
1690,ﬁAFAKTEPE
1691,YEN›DO–AN
1692,CUMHUR›YET
1693,GAZ›
1694,›ST›KAMET
1695,KOYUNCU
1696,SEL«UK
1697,T‹RK›STAN
1698,ZAFER
1699,G÷LL‹BA–LAR
1700,ORMANBA–LARI
1701,ELL›BEﬁEVLER
1702,G÷KMEDRESE
1703,ﬁEYHCU›
1704,BEYAZITPAﬁA
1705,FETH›YE
1706,DERE
1707,G‹M‹ﬁL‹
1708,HACI›LYAS
1709,HATUN›YE
1710,HELVACI
1711,HIZIRPAﬁA
1712,›HSAN›YE
1713,K›RAZLIDERE
1714,KURﬁUNLU
1715,MEHMETPAﬁA
1716,NERG›Z
1717,P›R›N«C›
1718,SEVAD›YE
1719,SOFULAR
1720,ﬁAMLAR
1721,ﬁEH›R‹ST‹
1722,‹«LER
1723,Y‹ZEVLER
1724,YAZIBA–LARI
1725,KARASEN›R
1726,YEﬁ›LYEN›CE
1727,BO–AZK÷Y
1728,FINDIKLI
1729,YEN›K÷Y
1730,KOZA
1731,DEMETEVLER
1732,AKB›LEK
1733,BAH«ELER›«›
1734,«AKALLAR
1735,HACILAR MEYDANI
1736,MERKEZ
1737,CUMHUR›YET
1738,YEN›MAHALLE
1739,ADATEPE
1740,ARTIKABAT
1741,CUMARA
1742,«AY
1743,HACIYAHYA
1744,SARAY
1745,A–CADEDE
1746,IRGAT
1747,ﬁIHLAR
1748,TEKKE
1749,CAM›KEB›R
1750,YEN›CAM›
1751,HAM›T KAPLAN
1752,K÷PR‹BAﬁI
1753,SARAY
1754,ARKUTBEY
1755,SARAYCIK
1756,SO–UKPINAR
1757,YUKARI
1758,BU–DAYLI
1759,CAM›CED›T
1760,ESK›CAM›
1761,GAZ›MAHBUP
1762,HACIBALI
1763,HACIHASAN
1764,HARMANLAR
1765,HOCAS‹LEYMAN
1766,MAHSEN
1767,NACCAR
1768,NUSRAT›YE
1769,SOFULAR
1770,TAVﬁAN
1771,AB›DEHATUN
1772,BAH«EL›EVLER
1773,BA–LARBAﬁI
1774,MEHMET AK›F ERSOY
1775,YEN›
1776,YUNUSEMRE
1777,K‹MBETHATUN
1778,FAT›H
1779,SARAYD‹Z‹
1780,CEV›ZD›B›
1781,EYM›R
1782,E.«ELTEK
1783,ATA
1784,B›REYL‹L
1785,CUMHUR›YET
1786,HACIHAYTA
1787,ORTA
1788,ﬁEKER
1789,YEN›
1790,YEN›DO–AN
1791,G›RNE
1792,HACIBAYRAM
1793,MAAR›F
1794,MAGOSA
1795,PAZAR
1796,H‹RR›YET
1797,BEYAZIT
1798,BORSA
1799,YEM›ﬁEN
1800,YEﬁ›LIRMAK
1801,CUMHUR›YET
1802,DO–U
1803,SANAY››
1804,TEPE
1805,YEN›
1806,KOZAYA–I
1807,UZUNLAR
1808,ATAT‹RK
1809,BALIKH›SAR
1810,BEYAZIT
1811,SAMUT
1812,B‹–D‹Z
1813,C‹C‹K
1814,«AMK÷Y
1815,«ARDAKBA–I
1816,«INAR
1817,TEBER›K
1818,ELEC›K
1819,G‹ZELH›SAR
1820,HAYDAR
1821,KALABA
1822,KARACAKAYA
1823,KARACALAR
1824,KARAYATAK
1825,KIZIK
1826,SARACALAR
1827,ﬁEYHLER
1828,T›MURHAN
1829,YEﬁ›LTEPE
1830,YILDIRIM
1831,AHMETAD›L
1832,PE«ENEK
1833,ATIFBEY
1834,AYDINCIK
1835,KARACA÷REN
1836,BATTALGAZ›
1837,AYDINLIKEVLER
1838,BARAJ
1839,BAﬁPINAR
1840,BEﬁ›KKAYA
1841,DO–ANTEPE
1842,FER›DUN «EL›K
1843,HACETTEPE
1844,G‹LTEPE
1845,G‹NEﬁEVLER
1846,HACI BAYRAM
1847,KALE
1848,KARAP‹R«EK
1849,KAVAKLI
1850,÷RNEK
1851,÷NDER
1852,SOLFASOL
1853,TATLAR
1854,ULUBEY
1855,YILDIZTEPE
1856,Z‹BEYDE HANIM
1857,G›C›K
1858,OLTAN
1859,AKKAYA
1860,FERUZ
1861,GEN«AL›
1862,ILICA
1863,›LHANK÷Y
1864,U–UR«AYIRI
1865,YA–MURDEDE
1866,EVC›
1867,«ANILLI ULUYOL
1868,S›NANLI HOCAS›NAN
1869,TEKKE
1870,S›NANLI MAHKEME
1871,ORTABEREKET
1872,EM›NE TEVF›KA AYAﬁLI
1873,PINARYAKA
1874,G÷KLER
1875,BAYAT
1876,BAﬁAYAﬁ
1877,BAYRAM
1878,CAM›AT›K
1879,DERV›ﬁ›MAM
1880,FERAHFAK›
1881,HACIMEM›
1882,HACIRECEP
1883,HACIVEL›
1884,÷MERO–LU
1885,ﬁEYHMUH›TT›N
1886,ULUPINAR
1887,BAﬁBEREKET
1888,S›NANLI CUMA
1889,«ANILLI «›–DEMC›
1890,G÷K«EBA–
1891,AHMET«AYIRI
1892,B‹Y‹KBAYAT
1893,AFﬁAR DADALO–LU
1894,HAM›D›YE
1895,Y÷REL›
1896,KIZILIRMAK
1897,G.O.PAﬁA
1898,ABAZLI
1899,G÷ZTEPE
1900,›SMETPAﬁA
1901,KARTALTEPE
1902,KER›ﬁL›
1903,K÷SEL›
1904,ﬁENTEPE
1905,TOLK÷Y
1906,BEYNAM
1907,ERDEML›
1908,AﬁA–IHACIBEK›R
1909,AﬁIKO–LU
1910,AYDO–AN
1911,BAH«EKARADALAK
1912,BEKTAﬁLI
1913,BEL«ARﬁAK
1914,B‹Y‹KBIYIK
1915,B‹Y‹KBOYALIK
1916,B‹Y‹KCAM›L›
1917,«ATAL«EﬁME
1918,«ATAL÷REN
1919,«›–DEML›
1920,DAVDANLI
1921,DEREKIﬁLA
1922,E–R›BASAN
1923,ERG›N
1924,G‹LBA–I
1925,HANBURUN
1926,KARAHAMZALI
1927,KO«YAYLA
1928,K‹«‹KBAYAT
1929,K‹«‹KBIYIK
1930,K‹«‹KBOYALIK
1931,K‹«‹KCAM›L›
1932,SARIH‹Y‹K
1933,SIRAPINAR
1934,SOFULAR
1935,SUYUG‹ZEL
1936,TATARH‹Y‹K
1937,TEPEK÷Y
1938,‹«EM
1939,YAYLALI÷Z‹
1940,YEN›K÷Y
1941,YEN›YAPAN«ARﬁAK
1942,YEN›YAPANﬁEYHL›
1943,YUKARIHACIBEK›R
1944,AFﬁAR DEDEBEY
1945,AKKOYUNLU
1946,ﬁEHR›BAN
1947,AYVAﬁIK
1948,BAﬁA–A«
1949,HACIKARA
1950,YEﬁ›LA–A«
1951,KARAﬁAR
1952,KIRBAﬁI
1953,URUﬁ
1954,BEYTEPE
1955,CUMHUR›YET
1956,GAZ›PAﬁA
1957,›ST›KLAL
1958,KURTULUﬁ
1959,R‹STEMPAﬁA
1960,ZAFER
1961,ACISU
1962,ADA÷REN
1963,AK«AKAVAK
1964,AK«ALI
1965,AﬁA–IG‹NEY
1966,BA–÷Z‹
1967,BAﬁ÷REN
1968,BAT«A
1969,BOYALI
1970,«AKILOBA
1971,«ANTIRLI
1972,DA–ﬁEYHLER
1973,D›BEC›K
1974,D›KMEN
1975,DO–ANYURT
1976,DUDAﬁ
1977,FASIL
1978,GEY›KPINARI
1979,HARMANCIK
1980,HIRKATEPE
1981,›NCEPEL›T
1982,KABALAR
1983,KAPLAN
1984,KARA÷REN
1985,KAYAB‹K‹
1986,KIZILCAS÷–‹T
1987,KOZA–A«
1988,KOZALAN
1989,K÷ST
1990,KURTKOVAN
1991,KUYUCAK
1992,KUYUMCUTEKKE
1993,MACUN
1994,MEN«ELER
1995,M›KA›L
1996,NUHHOCA
1997,OYMAA–A«
1998,SARIA–IL
1999,SEKL›
2000,SOP«AALAN
2001,TAH›R
2002,UﬁAKG÷L
2003,Y›–ERLER
2004,YILDIZ
2005,YO–UNPEL›T
2006,YUKARIG‹NEY
2007,YUKARIULUCAK
2008,D›BEK÷REN
2009,HAYDARLAR
2010,KARACA÷REN
2011,KERBANLAR
2012,K÷SELER
2013,SARAY
2014,G‹RS÷–‹T
2015,KAPULLU
2016,KARGI
2017,KIRﬁEYHLER
2018,MAHMUTLAR
2019,TACETT›N
2020,YALNIZ«AM
2021,DEREL›
2022,DO–AN«ALI
2023,KABACA
2024,‹RE–›L
2025,AHATLAR
2026,ALAKO«
2027,AT«A
2028,AVDAN
2029,AVﬁARLAR
2030,BARDAK«ILAR
2031,BU–RALAR
2032,«AMK÷Y
2033,DO–ANLAR
2034,D÷RTKONAK
2035,ELDELEK
2036,ELMALI
2037,EL÷REN
2038,KUﬁ«ULAR
2039,KUYUBAﬁI
2040,MEﬁELER
2041,MUZRUPA–ACIN
2042,M‹SELL›M
2043,÷RENK÷Y
2044,PEL›T«›K
2045,TATLAK
2046,AKKAYA
2047,BAYINDIR
2048,B÷KELER
2049,«UKUR÷REN
2050,DA–KUZ÷REN
2051,DO–ANCI
2052,DOYMUﬁ
2053,ELVANLAR
2054,G‹MELE
2055,G‹NEY
2056,›NCE÷Z
2057,OSMANS›N
2058,÷ZM‹ﬁ
2059,SARIKAVAK
2060,YAHﬁ›HAN
2061,YED›÷REN
2062,YILANLI
2063,YONCATEPE
2064,BEﬁBEYLER
2065,BEYLER
2066,KAYABAﬁI
2067,K÷RLER
2068,ORTA
2069,÷MERA–A
2070,YAHYALAR
2071,YAYALAR
2072,PE«ENEK
2073,TOKAR
2074,K÷M‹RC‹
2075,AHLATLIBEL
2076,›LKBAHAR
2077,PROF. DR. AHMET TANER KIﬁLALI
2078,ALACAATLI
2079,«AYYOLU
2080,DODURGA
2081,KONUTKENT
2082,KORU
2083,‹M›T
2084,YAﬁAMKENT
2085,YAYLA
2086,«AVUﬁLU
2087,EVC›LER
2088,AKARLAR
2089,MET›N AKKUﬁ
2090,KARAHASANLI
2091,MUTLUKENT
2092,TOHUMLAR
2093,BEYTEPE
2094,KARATAﬁ
2095,YAKUPABDAL
2096,AKPINAR
2097,ANITTEPE
2098,ARKA TOPRAKLIK
2099,AﬁA–I ›MRAHOR
2100,AﬁIKPAﬁA
2101,ATA
2102,AYRANCI
2103,AYDINLAR
2104,KARAPINAR
2105,BAH«EL›EVLER
2106,BALGAT
2107,BARBAROS
2108,BOZTEPE
2109,B‹Y‹KESAT
2110,CEBEC›
2111,CEV›ZL›DERE
2112,CUMHUR›YET
2113,«AMLITEPE
2114,«ANKAYA
2115,«UKURAMBAR
2116,DEVLET
2117,BADEML›DERE
2118,D›LEKLER
2119,DO–Uﬁ
2120,50.YIL
2121,EMEK
2122,ERTU–RULGAZ›
2123,ERZURUM
2124,ESATO–LU
2125,ET›
2126,FAK‹LTELER
2127,F›DANLIK
2128,GAZ›OSMANPAﬁA
2129,G÷KKUﬁA–I
2130,G‹VENEVLER
2131,G‹ZELTEPE
2132,HARB›YE
2133,H›LAL
2134,HUZUR
2135,›LER›
2136,›LKADIM
2137,›LKER
2138,›NCESU
2139,«›–DEM
2140,KAVAKLIDERE
2141,KAZIM ÷ZALP
2142,KEKL›K PINARI
2143,KIRKKONAKLAR
2144,KIZILAY
2145,KIZILIRMAK
2146,KOCATEPE
2147,KORKUTRE›S
2148,K‹«‹KESAT
2149,K‹LT‹R
2150,MALAZG›RT
2151,MALTEPE
2152,MEBUSEVLER›
2153,MEﬁRUT›YET
2154,MUHS›N ERTU–RUL
2155,MUSTAFA KEMAL
2156,M‹RSEL ULU«
2157,MURAT
2158,NAC› «AKIR
2159,NAMIK KEMAL
2160,ORAN
2161,ORTA ›MRAHOR
2162,OSMAN TEM›Z
2163,÷N CEBEC›
2164,÷VE«LER
2165,REMZ› O–UZ ARIK
2166,SA–LIK
2167,SANCAK
2168,SEYRANBA–LARI
2169,ﬁEH›T CENG›Z KARACA
2170,ﬁEH›T CEVDET ÷ZDEM›R
2171,TINAZTEPE
2172,TOPRAKLIK
2173,UMUT
2174,YEﬁ›LKENT
2175,YILDIZEVLER
2176,YUKARI BAH«EL›EVLER
2177,Y‹CETEPE
2178,100.YIL
2179,ZAFERTEPE
2180,DUMLUPINAR
2181,AﬁA–I ÷VE«LER
2182,BAYRAKTAR
2183,EHL›BEYT
2184,G÷KT‹RK
2185,›ﬁ«› BLOKLARI
2186,MET›N OKTAY
2187,M›MAR S›NAN
2188,NASUH AKAR
2189,O–UZLAR
2190,‹N›VERS›TELER
2191,SOKULLU MEHMET PAﬁA
2192,S÷–‹T÷Z‹
2193,YUKARI D›KMEN
2194,YUKARI ÷VE«LER
2195,AZ›Z›YE
2196,BA–CILAR
2197,B›RL›K
2198,YEﬁ›LKENT
2199,AKBAYIR
2200,AﬁA–IEM›RLER
2201,AﬁA–IOBRUK
2202,AVCIOVA
2203,«ATK÷Y
2204,«›TK÷Y
2205,DA–KALAFAT
2206,DALYASAN
2207,DEDELER
2208,DEM›RC›
2209,DURHASAN
2210,E–R›EK›N
2211,ESK›«÷TE
2212,HACILAR
2213,KARA«AM
2214,KARADANA
2215,KARATAﬁ
2216,KAVAKLI
2217,KIﬁLACIK
2218,KIZIL÷REN
2219,K÷SREL›K
2220,KURU«AY
2221,KUYUMCU
2222,MEﬁEL›
2223,NUSRATLAR
2224,OK«ULAR
2225,OVACIK
2226,OYUM›–DE
2227,÷ZL‹CE
2228,SARAYCIK
2229,SARIKOZ
2230,SARISU
2231,SELE
2232,SI–IRLIHACI
2233,SUSUZ
2234,ULUA–A«
2235,YILDIRIMAYDO–AN
2236,YILDIRIMEL÷REN
2237,YILDIRIMEVC›
2238,YILMAZK÷Y
2239,Y›–›TL›
2240,YUKARIEM›RLER
2241,YUKARIOBRUK
2242,A–ILCIK
2243,AKKUZULU
2244,AﬁA–I«AVUNDUR
2245,ATAT‹RK
2246,BARBAROS
2247,CAM›L›
2248,CUMHUR›YET
2249,G÷K«EDERE
2250,›MAMH‹SEY›N
2251,KAPAKLI
2252,KARAA–A«
2253,KARAMAN
2254,KARGIN
2255,KIZIL÷Z
2256,K‹«‹KAL›
2257,÷MERC›K
2258,S‹NL‹
2259,TAHTAYAZI
2260,TAﬁPINAR
2261,TU–LA
2262,YAVUZSEL›M
2263,YAZIR
2264,YAZLICA
2265,YILDIRIMBEYAZIT
2266,G‹M‹ﬁYAYLA
2267,G‹LDARPI
2268,KUTU÷REN
2269,KIZILCA
2270,YEN›CE
2271,DUMLUPINAR
2272,›K›PINAR
2273,YUKARI «AVUNDUR
2274,ESENBO–A MERKEZ
2275,MEL›KﬁAH
2276,MAHMUTO–LAN
2277,YAYLAK
2278,MUHS›N YAZICIO–LU
2279,FAT›H
2280,YAKUPHASAN
2281,MUTLU
2282,HASANO–LAN HAVUZBAﬁI
2283,MUZAFFER EKﬁ›
2284,AK«AAL›
2285,G‹M‹ﬁPALA
2286,›SMETPAﬁA
2287,KAYAD›B›
2288,KEMALPAﬁA
2289,KURTULUﬁ
2290,LALABEL
2291,S‹LEYMANLI
2292,TATLICA
2293,TEKKEK÷Y
2294,‹«EVLER
2295,YEN›CE
2296,YEN›DO–AN
2297,YEN›MAHALLE
2298,YEN›PINAR
2299,HASANO–LAN BAH«EL›EVLER
2300,HASANO–LAN FAT›H
2301,SEY›TCEMAL›
2302,›STASYON
2303,YEﬁ›LDERE FAT›H
2304,ﬁEH›TL›K
2305,AﬁA–IKAMIﬁLI
2306,DEL›LER
2307,ED›–E
2308,KARACAHASAN
2309,KUﬁ«UAL›
2310,TABURLAR
2311,YUKARIKAMIﬁLI
2312,TUNAHAN
2313,S‹VAR›
2314,BAH«EKAPI
2315,ERLER
2316,ERYAMAN
2317,AH› MESUT
2318,›STASYON
2319,KAZIM KARABEK›R
2320,30.08.2025
2321,P›YADE
2322,ﬁEYH ﬁAM›L
2323,TOP«U
2324,ALSANCAK
2325,ALTAY
2326,ET›LER
2327,ﬁEH›T OSMAN AVCI
2328,YEﬁ›LOVA
2329,ﬁEKER
2330,BA–LICA
2331,YAPRACIK
2332,ATAKENT
2333,O–UZLAR
2334,AYYILDIZ
2335,G‹ZELKENT
2336,ATAYURT
2337,ORHUN
2338,TURKUAZ
2339,ELVAN
2340,G÷KSU
2341,FAT›H SULTAN
2342,YAVUZ SEL›M
2343,AﬁA–IYURT«U
2344,BALIKUYUMCU
2345,FEVZ›YE
2346,ﬁEH›TAL›
2347,YUKARIYURT«U
2348,DEVLET
2349,YEN› BA–LICA
2350,ESENTEPE
2351,YEN›
2352,MODERN
2353,ﬁERAFETT›N YILMAZ
2354,ALTINBAﬁAK
2355,CEB›RL›
2356,«ATALPINAR
2357,DEM›RAYAK
2358,›BRAH›MBEYL›
2359,›NEBEYL›
2360,SOLAKUﬁA–I
2361,ESK›TORUNOBASI
2362,YUSUFUﬁA–I
2363,«›Mﬁ›T
2364,EM›RLER
2365,BOYALIK
2366,BAH«EL›EVLER
2367,GAZ›OSMANPAﬁA
2368,KARﬁIYAKA
2369,ﬁAFAK
2370,SE–MENLER
2371,G÷LBEK
